what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425532526970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425532528880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425534337633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425534338701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535153995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535155717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535157034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535158684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535922947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535923645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535924909
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425535926634
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1425535932829
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1425535932979
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1425535935238
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1425535935493
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1425535935737
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1425535936139
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1425535936139
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1425535936240
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1425535936414
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.0.v201112072138-234950,"overlay.com.android.ide.eclipse.adt.overlay",1425535936553
stopped,bundle,com.mds.apg,1.2.6.201112201653,"com.mds.apg",1425535936763
stopped,bundle,com.android.ide.eclipse.adt,16.0.0.v201112072138-234950,"com.android.ide.eclipse.adt",1425535936763
stopped,bundle,org.codehaus.groovy.eclipse.astviews,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.astviews",1425535937027
stopped,bundle,org.codehaus.groovy.eclipse.quickfix,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1425535937247
stopped,bundle,org.codehaus.groovy.eclipse.dsl,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.dsl",1425535937247
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1425535937461
stopped,bundle,org.codehaus.groovy.eclipse.ui,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.ui",1425535937696
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1425535937906
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1425535938090
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1425535938510
stopped,bundle,com.android.ide.eclipse.traceview,16.0.0.v201112072138-234950,"com.android.ide.eclipse.traceview",1425535938510
stopped,bundle,org.codehaus.groovy.eclipse.refactoring,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1425535938646
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1425535938800
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1425545627146
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1425545627146
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1425545627224
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1425545627271
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1425545627396
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1425545627489
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1425545627489
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1425545627521
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1425545627521
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1425545627536
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1425545627723
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1425545627755
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1425545627801
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1425545627817
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1425545627926
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1425545627973
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1425545628020
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1425545628020
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1425545628020
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1425545628020
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1425545628020
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1425545628067
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1425545628067
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1425545628129
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1425545628129
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1425545628129
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1425545628176
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1425545628207
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1425545628285
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1425545628332
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1425545628379
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1425545628410
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1425545628441
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1425545628550
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1425545628581
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1425545628691
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1425545628722
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1425545628815
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1425545629049
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1425545629112
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1425545629127
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1425545629205
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1425545629205
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1425545629299
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1425545629361
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1425545629424
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1425545629549
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1425545629689
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1425545629720
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1425545629736
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1425545629814
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1425545629939
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1425545629939
started,bundle,org.eclipse.jdt.core,3.6.2.xx-20120306-1100-e36-RELEASE,"org.eclipse.jdt.core",1425545630344
started,bundle,org.eclipse.jdt.groovy.core,2.7.0.xx-20120306-1100-e36-RELEASE,"org.eclipse.jdt.groovy.core",1425545630391
os,sysinfo,,,"win32",1425545630391
arch,sysinfo,,,"x86",1425545630391
ws,sysinfo,,,"win32",1425545630391
locale,sysinfo,,,"en_US",1425545630391
processors,sysinfo,,,"4",1425545630391
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1425545630391
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1425545630391
java.specification.name,sysinfo,,,"Java Platform API Specification",1425545630391
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1425545630391
java.specification.version,sysinfo,,,"1.6",1425545630391
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1425545630391
java.version,sysinfo,,,"1.6.0_45",1425545630391
java.vm.info,sysinfo,,,"mixed mode, sharing",1425545630391
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1425545630391
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1425545630391
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1425545630391
java.vm.specification.version,sysinfo,,,"1.0",1425545630391
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1425545630391
java.vm.version,sysinfo,,,"20.45-b01",1425545630391
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1425545630516
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1425545630578
started,bundle,org.codehaus.groovy,1.8.6.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy",1425545631811
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1425545632622
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1425545633293
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1425545633355
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1425545633573
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1425545633683
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1425545633714
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1425545634260
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1425545634260
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1425545634338
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1425545635258
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1425545635508
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1425545635570
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1425545635617
started,bundle,com.android.ide.eclipse.ddms,16.0.0.v201112072138-234950,"com.android.ide.eclipse.ddms",1425545639143
started,bundle,org.codehaus.groovy.eclipse.dsl,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.dsl",1425545641405
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1425545641935
started,bundle,com.android.ide.eclipse.adt,16.0.0.v201112072138-234950,"com.android.ide.eclipse.adt",1425545641966
error,log,,,"DDMS files not found: D:\\Eclipse Helios_3.6_win_O\\eclipse-java-helios-SR2-win32\\eclipse\\platform-tools\\adb.exe D:\\Eclipse Helios_3.6_win_O\\eclipse-java-helios-SR2-win32\\eclipse\\tools\\hprof-conv.exe D:\\Eclipse Helios_3.6_win_O\\eclipse-java-helios-SR2-win32\\eclipse\\tools\\traceview.bat ",1425545642465
started,bundle,com.android.ide.eclipse.traceview,16.0.0.v201112072138-234950,"com.android.ide.eclipse.traceview",1425545642575
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1425545642902
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1425545642965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545643199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545644759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545649236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545674991
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1425545677924
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545679344
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1425545679515
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1425545679546
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1425545680451
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1425545680514
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1425545680545
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1425545680576
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1425545680576
error,log,,,"Please check your Internet connection and retry: cannot resolve host",1425545686176
error,log,,,"Query failed to complete",1425545691558
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1425545695115
opened,view,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.pde.runtime.LogView",1425545695443
activated,view,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.pde.runtime.LogView",1425545695521
error,log,,,"Query failed to complete",1425545698828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545700497
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1425545700544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545703835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545777031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425545779074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425547005354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425547007725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425547352792
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425547354617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425549320787
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425549323697
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1425549325887
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1425549326087
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1425549326377
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1425549326627
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1425549326627
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1425549326707
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1425549326887
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.0.v201112072138-234950,"overlay.com.android.ide.eclipse.adt.overlay",1425549327037
stopped,bundle,com.mds.apg,1.2.6.201112201653,"com.mds.apg",1425549327247
stopped,bundle,com.android.ide.eclipse.adt,16.0.0.v201112072138-234950,"com.android.ide.eclipse.adt",1425549327247
stopped,bundle,org.codehaus.groovy.eclipse.astviews,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.astviews",1425549327447
stopped,bundle,org.codehaus.groovy.eclipse.quickfix,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1425549327647
stopped,bundle,org.codehaus.groovy.eclipse.dsl,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.dsl",1425549327647
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1425549327757
stopped,bundle,org.codehaus.groovy.eclipse.ui,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.ui",1425549327897
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1425549328107
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1425549328147
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1425549328347
